num_hash,search_dt,status_verify_yn,device_none_network_count_1m,device_wifi_network_count_1m,device_mobile_network_count_1m,device_none_network_count_6m,device_wifi_network_count_6m,device_mobile_network_count_6m
eda87eccab16a99bd11a46fe9ce7072e1f819405ad433d0315451e8bc2dba6ea,2022-05-01,True,,,,,,
f7ed303292467f12c029e6ed613d13cff414e047619d526fb7f56b26f4ea8210,2022-05-01,True,,,,,,
b5863017549898a7a65bab18d40d1e3e37eb29384a740d8dbc5e27ec97618162,2022-05-01,True,,,,,,
6f298ee4c6a39250a46b7cf9c9ea98501e58edf3cb97ed806f1cca196b448b6d,2022-05-01,True,,37.0,61.0,11.0,225.0,335.0
2ab969209aa23f14c330a87323fb5567aad68faa9cbbb9f58d4b40f46b5b5c15,2022-05-01,True,,,,,,
08c0592d086713f4db11a095509dbc3da14e853c1bd387d7ae4606e569a16b01,2022-05-01,True,,53.0,49.0,,277.0,241.0
bcf2d7f19e927875c7d86f1045871e0bb547398d9ddf65c8dedf569032720743,2022-05-01,True,,,,,,
7eefcab3af63bf74f75a499cc464d85727b2a5f801da89eb889bd8714ca656e4,2022-05-01,True,,,,,,
00ab6eb641ad729992bc64a6bda65013c5436f649f48ceee280710bbf4511250,2022-05-01,True,23.0,45.0,7.0,205.0,345.0,7.0
494a0999c68d11260440f67a0b3fb1f3765ec1db810ecb9faa2b7923652162e1,2022-05-01,True,,,,,,
1bf9cb05e39591418ded4203364b307a245989499436982aad6eaa8cec99324c,2022-05-01,True,,,,,,
d2343026941017a5617c1920c9a00e2ec42add9b356c079806db7ab306f2b551,2022-05-01,True,,,,,,
58fd65d02d0c0b506db6932d813bbf7d6ba0e73cae1e819004d76dd62f0beab2,2022-05-01,True,,,,,,
0b89bc646ce0e7c912dec84cf3735642d8100bb55e4d2e8dfa6601f651a6abee,2022-05-01,True,,33.0,63.0,7.0,257.0,349.0
2e63e7fd4c22c46e5e5adf0795eca1c7815fe7d15435d434ab8ef358ce616c53,2022-05-01,True,,,,,,
42ad0e6dcea6be8981d25266f8e8b8ab1ccd212171ff9d039e4257f0cc2f7584,2022-05-01,True,,,,,,
4a93411a03e2e8f1068d74da9225d32e035600a6999e575f5405ed3d0d47ec13,2022-05-01,True,,9.0,65.0,,11.0,365.0
296969aea39d025749a58bb09bbb56214f0a69d05b5ee8565addaffe3e3b78c2,2022-05-01,True,,59.0,,7.0,239.0,13.0
3e746e7a4d836e6a5011b8d36ad13d2c150f54b4b75aaef3d585ab11ee6a0ded,2022-05-01,True,23.0,,59.0,65.0,35.0,237.0
75f42c774000da9f3dd9fc2c5d94e31778eacae29033873ef114850e995364e5,2022-05-01,True,,,,,,
9ffa21cc0329fc16fc485a4a34ca7d2fba42259791b20d21fe3697792c372271,2022-05-01,True,,63.0,39.0,7.0,355.0,207.0
d8134f14d09c9bedae4739fce3fcc6e8a73fb80f707ea9b54790bd0993e0bb02,2022-05-01,True,19.0,,65.0,75.0,11.0,315.0
0468e36ba3e0696eb3d3600de5315b0637d56bfabb5ca8ba1f7dc2fbab55bb24,2022-05-01,True,,,,,,
b33fe99b273639c711372d5b6ab5dbc283c074a1edb812f7aa501a57656005fc,2022-05-01,True,,,,,,
24feed9df7062f40fc06c4ad653adba45ece30a403e6c328f91c5837ba93c111,2022-05-01,True,7.0,,47.0,31.0,,129.0
7da7a451b1d2e97c3b8e5688ae5049934e014a4a2fb68f64751473eea280d1a0,2022-05-01,True,13.0,23.0,55.0,15.0,27.0,73.0
2a156a698c6789abba8e1dd2669ed43d5717c2c5dd4639bb0275262fcb17a4d5,2022-05-01,True,,,,,,
50b418b738109cbf045566b16825045c19abadecf8090978cbc3277d9e23a09c,2022-05-01,True,,,,,,
d35dff8fff103e31616181673dc7f29943bc6399e1d652e6441ef6e34b00fcac,2022-05-01,True,,25.0,25.0,,153.0,277.0
dbc3ce4cf0f43e34b646b2550b60ae5a420ebc4c86332a8aca9667fe40e4b793,2022-05-01,True,,,,,,
dfddd84baff1276d41c0370792b8bdf0db5bc7d2b51f52b6ad3237efe6c5df27,2022-05-01,True,,,,,,
47cbabca7b1ce48c7e77d2db0457e6211447a28f81a70e69c0fa0d13507be479,2022-05-01,True,,,,,13.0,13.0
4ad561e0cf9f5fef2b8156b07b6f051e2872368c101fcd2ad3d6f778a7f7c043,2022-05-01,True,,,,,,
b22245791444e308d80e799a03906eb66de31eee060ce392aed3d37535b2f58b,2022-05-01,True,,,,11.0,285.0,
735b64742d3b21d9ce6f631d6e117fb342c45a80059e11e9c450b43897291117,2022-05-01,True,,41.0,63.0,,279.0,223.0
b1c5888fbc3366201498fc138db42689ad276c7c6f57023b7c435d1eeb335673,2022-05-01,True,,,,,,
c4ad0f10f83e1f41bb630eb33d9192bea9d46784bcdeda4157054876fc71f1fe,2022-05-01,True,,,,,,
f01be68c11b1a85b5b8e9f33dcd3f30302b41f4dd2aabeabda2b45229549edc0,2022-05-01,True,7.0,65.0,,11.0,363.0,11.0
871233213e58eae84fe956571b92f317efc50d77fe5c0baeeedd7814ccf0a98c,2022-05-01,True,,47.0,45.0,7.0,207.0,285.0
b337d283d0ca2ef61b01b7e598716c83bd400f469d832505f5eee776243c055e,2022-05-01,True,,65.0,,,365.0,
9110b0fad864298ece77cfe2dfe3e858ada009c8ae356fe25b1fa632854ae106,2022-05-01,True,7.0,39.0,61.0,17.0,211.0,309.0
991826e3f1d497a25e36a08eb07328e05c4c51605724c9889595d31c7ad18fda,2022-05-01,True,,,,,,
30e55d3e3db2ee4f8fe8622b0d9257d09e8480268dba52d410cad41a94b7647d,2022-05-01,True,9.0,15.0,49.0,57.0,97.0,303.0
510c22f7e34529610dd794855beb11e809e28346cbfc31ae112a8b821a8a21eb,2022-05-01,True,,,,,,
78f54d2230d66b56f6ab6d42a47d7c1588219b0ae14625bf90c166d5bc5c3756,2022-05-01,True,,,,,,
5cee20798d4458296eaad8ed358fd88f8d81cd3f265dcc73bb9bf546cd336e2c,2022-05-01,True,,63.0,,,361.0,
b54fac70e7311728372f7786cb9f482cd41bb953d528499cb52c422e882a0e36,2022-05-01,True,,65.0,7.0,,355.0,9.0
c923f2a0d50d38af52b8d89798471bd3afec54ca75f33e4fc02dfa7b4bebb36e,2022-05-01,True,,,,,,
54961859f393bc5bf28a1a0968ce26564b9a9fd7ff8f3e1af183cea8c98ce1d0,2022-05-01,True,,,,,,
944e6ad29bf311e12fbf4ba9d6f90fb1c4f76e2a2ae17dbb53816b76a4968e49,2022-05-01,True,,,,,,
6530ae1c6199c94526b97e7be83fab3be83557cb6d561fb81099eccd3ed28996,2022-05-01,True,11.0,,63.0,45.0,,351.0
904680dfd9a890fdb5c7fc79bb6d4d70e298272bfdcc77489dd0e61ca7465f12,2022-05-01,True,,,,,,
65e8b8ca74b4872c6bb70344abdd611ddf1c42eb28f6f574d065f7a9abd49e69,2022-05-01,True,,,,,,
6f3b1063e28046f0746fdd4db89ec6e10250da486f4b328671e0b2e76bd6dd1f,2022-05-01,True,,65.0,,7.0,359.0,13.0
a40a1ec2cb4f845474491a52f5353de9716c2af69131309486a3436fc476e7c8,2022-05-01,True,7.0,63.0,57.0,9.0,309.0,219.0
d990ad39c4568a4f3c78cc00cbb0cbc9ee2590fa33514fc4a57457759408f2fc,2022-05-01,True,,,,,,
bbd8badcda7fe02472fd5c6298064a56ce5fc7ea85254a0a1d87b01713cc7aca,2022-05-01,True,,,,,,
0ec788ad2487f7fd9b83d12b098a5ac7029636b11f5d48bd7fd4ac9b979103f9,2022-05-01,True,,7.0,15.0,,7.0,15.0
87a5d426415d907c583f8a7155be9a46f172081ccf946d78a0939968023162f2,2022-05-01,True,,,,,,
6c8dd2a807b4d6137f335ea46d831e41f7dc646b2e4d6bbc18e30a95ac928418,2022-05-01,True,,,,,,
f7e389d730e73dccf7d6a6efb745e0f505934d2b9af54a76a5d47011f24b1e5b,2022-05-01,True,,,,,,
276ba58a93df8d642b5a0b3aad2047ca57b44fc7cbabb942d5d3314afaf21d80,2022-05-01,True,,47.0,57.0,7.0,287.0,255.0
d19bcb0f1150831f96f1989666f850ce4471ddee44db23dc319532f0041f4bb4,2022-05-01,True,,,,,,
c6ad034f2bec0fa738134b0f6bb450d349a570cccf0f89223e65bde55870488e,2022-05-01,True,,47.0,27.0,7.0,297.0,117.0
9dcdf0e10321682dda8aadd6c76f8bc306febd13d8cb10650c7f11ddb5e1bb87,2022-05-01,True,,,,,,
41cc10cf7c7fc5a4d45fec66a07ba6fd88f80b878964bc38fb9f5bb1e1b9587e,2022-05-01,True,,,,,,
f456d66c8e0ffc6d15c0f4e7f3d487a510c90960857621cc4dd0b8f1c4dc8400,2022-05-01,True,,,,,,
7b64950740b761859524f907487fbb2e01b5a63071d3bfb3c76f60b804cb7180,2022-05-01,True,,65.0,,,319.0,79.0
ea0e7d371605571c144f1f5758d1bf198336e87f986a110cb689c48dae7d23f1,2022-05-01,True,,,,,,
d5f0b778ad17742c7abd668126f824304d8911c1f8df536efeb580413228589c,2022-05-01,True,9.0,,65.0,13.0,,363.0
541c18ebc97cc9a1daf7b6d8830f8c2115dfdfdc5f3a091a4d22bde4652bf788,2022-05-01,True,,,,,,
f211956c6836e3c0f3566fb270d6cad25e360133ab262f0553f49b60e2862354,2022-05-01,True,,63.0,31.0,7.0,345.0,45.0
f9e2e77cf468f19575f4b826488c5718547959206de39c2daabfa8ffe49cfb95,2022-05-01,True,,,,,,
179af9153d1377a4021fd7f10ee41dbd58394412200a5c09b5dd7034c66b931e,2022-05-01,True,,,,,,
3ed573787c7771743e3b5ac9733ff32e6a8c1a28444c24b4ee2f5aac0b34ae67,2022-05-01,True,,,,,,
1edca61eb6aeaaa424d5dba67b2d724f1856d198ad07d39a27bb8f8dfc75af24,2022-05-01,True,,,,,,
457176a05dc772e080224a0e56f1431cc2e0f5b6808c9d13706bd47e3f51cf70,2022-05-01,True,,,,,,
2eada12961310922f54b4edeb9d65132934d80fdbe526f52ac9dba67233afed4,2022-05-01,True,7.0,65.0,,13.0,365.0,
c4fbea9eeb9452e84c9d2f4a4ff338a98bfc765a70ce59688d011ce4bc766ccb,2022-05-01,True,,45.0,55.0,7.0,271.0,257.0
c50ae4307128168d85e991d14a22ff89c7b0c43857b0915d3e918019167a6bc4,2022-05-01,True,,,,,,
af766e5b3385e99c8c7e6e46b6e8369ecb544ca162ba53d5fa1eeae1560603c2,2022-05-01,True,,,,,,
a8ea89b7e44474c4b36cbcd90b1c556d8897d81e82e1190bb0d64f9edc882349,2022-05-01,True,,,,,,
cc82d73ed00edfcf1041dd66f140d72aa01ab5b31ef62b80073ab4e5734e1aae,2022-05-01,True,,,,,9.0,7.0
9cdf59e683d4a4783baee55cbc3440de75c66d68230b4c2ea4a8ed38aa5d7461,2022-05-01,True,,63.0,11.0,,331.0,27.0
c73ac1265a499904cb95766d3f7e8daeb95fc7d83edaa2a86aebe9be9309f83d,2022-05-01,True,,39.0,45.0,,177.0,219.0
380621100aa2a03704a800ffacabc990905c7620d5255c9b626ab9f2487025dc,2022-05-01,True,,,,,,
baea23185b1ef2354e70d72b626f08d9c43aa129b82ab186935faa99ed6137be,2022-05-01,True,,,,,,
7c7bc5062f4c00f614322dbef7c2e109396b6c02ee87d5daef7da7bf8bee9010,2022-05-01,True,,35.0,53.0,9.0,193.0,261.0
f0eafbd34919c77e659a3a40e81eecb1f02938007fc2f49d9c1f6872ec3c9b4b,2022-05-01,True,,,,,,
49391845690fe6d1d93c690fddb624af10951c7dae136838fa44cac767343ea4,2022-05-01,True,,,,,,
fc30529913aa3ee49157f294a113185b88c182551868e52466bb77bdade0f4de,2022-05-01,True,,,,,,
5b1ffb2518dc5119a8ad291d5312a2e570b5afd0f228ed359712e7a63ea14e25,2022-05-01,True,,,,,,
5206970716981906032c72829854bd34651ec0b5b49b1181b4293f64164884f3,2022-05-01,True,,,,,,
7d60c90bae4f633e46ddb52b8a67430819394b47c9ad5a97e1a906c0225288c5,2022-05-01,True,,,,,,
d99668a33f82802e7a534a00b77db83d31b2eaaba6b348348ae8d26c9c5312fe,2022-05-01,True,,,,,,
ad8c82b99eda5f9af96176c167c099aa9ffe8c2ba4853fa683851110f36bc980,2022-05-01,True,,,,,,
cdd9e4c710c6a740afe53f294a6a2aa57871d46786d20015a6f245a1b045a445,2022-05-01,True,,,,,,
8a5e061756c67ce50c3566c0cc8d7acf06aad1f5a92b76db298819b432acc8f3,2022-05-01,True,7.0,65.0,,7.0,365.0,
c8794b4353d6b758e67db55ee086a24048fc1430dae27988970b896d33c5e86b,2022-05-01,True,13.0,19.0,41.0,13.0,19.0,41.0
889c56d08ba25327bd0498bd986e6407c17f98c6e9469f932acfd561f085149e,2022-05-01,True,,,,,,
5aca0fabb7c23fa69960ae6df51719317c561388b696abf4af946786c8c8c304,2022-05-01,True,,,27.0,,,83.0
a73f8f7d37f4171a3c0a5bc948e4299d3f8a840352931081175bbbd8a9dbcf27,2022-05-01,True,,,,,,
0c82bab14e7e4e125b67fba3b95cd2f559b2576593cffa5f9e3b4713757a3a77,2022-05-01,True,,11.0,9.0,,39.0,53.0
92e0b864ca94ab87a9544495b360a932f5963b24c2ebf1166b1cd9d0cbc03b61,2022-05-01,True,,65.0,,,363.0,
cee11bed5d43cc63ce8f1766b7bf458c5e8e857f755dfa3a4a78dce037802bd9,2022-05-01,True,,65.0,,,275.0,
7b215759ae4310aa712faa7e4d0b8df7713abef59aa0fa696b4fd59b57ea216b,2022-05-01,True,,,,,,
278b025dce98e88f16c11855a18cce288c9317526060671b52c976c5a616aeaa,2022-05-01,True,,,,,,
3a4c0625a7ef5d328bdcfb0716744eb56d977b0202d54ee80743dee2bbd7664c,2022-05-01,True,,,,,,
1e4062ee95f7a140a93ff75d47586a1d5aace8425474739f326f3e9106aaa1c4,2022-05-01,True,,45.0,,,197.0,
2c23b01b4e62d781209fa54e2dddfd90e1c05cfc50176945b6110c2dcc15d4c7,2022-05-01,True,,,,,219.0,9.0
c5666067a21df8f0e7a742718c44d8106eb5c30e8afc1149fc8148aa9f495ea1,2022-05-01,True,,65.0,,,365.0,15.0
ebbf1f104bb673594eeb43ac09c5978628899aaefbdcfa97fd7f4038cf596cc1,2022-05-01,True,7.0,,11.0,9.0,,63.0
356b0f401abf013e5eb414785cf08b39aeeb66525016888aa3d50dcc50ec988c,2022-05-01,True,,,,,,
93546d52c9673a0c59c2531073184d8dcd7143ca9e41f4e8fdb18ccf5cb3d8a9,2022-05-01,True,,65.0,,,363.0,11.0
d9ae685c5cf49f745f7b63077a90aa732a2370ba95529224eb6b21d8c0f88c5f,2022-05-01,True,,,,,,
98e9abedb352adecbda90d0bdf67b847fe395e64bf5245bae6bc66a1f098328c,2022-05-01,True,,45.0,59.0,7.0,231.0,303.0
64aa580588de6834566d13366d7c8dfcfbddc8cbd3942ec7b235e11fb6b6be26,2022-05-01,True,,,,,,
ec3c9f8fa3e481b42e4ad92614a4b56effa15d64187cbfd52a9ee9ac13c000de,2022-05-01,True,,,,,,
852796deca2dd7397d9115a17d882086e4076cb9a2e0a127576e7f5c1128e75f,2022-05-01,True,,,,,7.0,75.0
ac780239b9258ad39974f1c35197748ec50c19e697c2229196d21d4e09fd3551,2022-05-01,True,,,,,,
6d0b53d074a549007a198e43f63d9b2d3b3174e2cb18930b8f420733baa20824,2022-05-01,True,,49.0,49.0,,269.0,329.0
a92dc5d250aaa83ad1248ae4828d451f4826629a3d33cb42ec814d08a60efb1f,2022-05-01,True,,,,,,
b8b0b62532602ae850217dd4c0327146c96d6eb2ea77c1efe536db8e4be54316,2022-05-01,True,,,,,,
525abd9657fbef9ef6216b2a96b1b63ab5e2bc4be319f20fcfed3008bfbc4eaf,2022-05-01,True,,,,,,
1afb0e2efeac3f1f74113da84da099f44f3b264b34308d92a1fc22c589fd9012,2022-05-01,True,33.0,65.0,37.0,131.0,333.0,87.0
fc807e34d0477158aec40da40c61fcfd85e09e252b0c87b6b68e1d4df34ede45,2022-05-01,True,,43.0,41.0,,311.0,131.0
87e56dd32d716a69bfb0060dd5ff4bae1d9a53bef385f011225f409d66764d7a,2022-05-01,True,7.0,29.0,7.0,7.0,29.0,7.0
48620f63407155113d41a6af171e4284e21ea903d2425510b5e724dc127b48bc,2022-05-01,True,,19.0,57.0,15.0,257.0,237.0
30f06971ec8c1d77c2394591efaaedc085c283f57f7d2b02c553a0a8a8e9d895,2022-05-01,True,,65.0,,,341.0,
0499465b4e5cb05c55db75c7da714a9399dafb88cc96f026a429304069374710,2022-05-01,True,,,,,,
6345819df8bc652a052775e8a0c51892acea40956c534276e247960cdfc3026c,2022-05-01,True,,65.0,9.0,7.0,363.0,35.0
d085202a5490c95e3d7261f88d076468d0a271d64ff548c60732014290a26fd4,2022-05-01,True,,,,,,
d061cf102cd25eb216d1f5af3a90c7ee672b5de9407c435b023d4655eff05e0d,2022-05-01,True,,15.0,61.0,7.0,123.0,283.0
2f1cb956ba4635d3e97eb8a060a0d5ddd6d40b0faf136d4e2a6fc0072136da19,2022-05-01,True,,,,,,
a2dff4a519961b5421a2ba30eb916287a8435fa7b636bbf4ffcf892d521f03dd,2022-05-01,True,7.0,65.0,15.0,7.0,365.0,61.0
7b70135e20cac6969f9747dcfc3a888da2fdace89f18525ea99d77efe76ad55a,2022-05-01,True,,,,,,
ce0d5e2d908c28dc9c0433eca0b985d81ae5dd8b6be5f35d340f50b271d629ac,2022-05-01,True,,,,,,
b3ee2f5b6fc1287d69f0f9eeeffa5cd9a882c18150e0a1b027dc507ed1f665a7,2022-05-01,True,,,,,,
512b05f84c9c6649c66b04628745828480fb46dd70569922975a0fcacfc13bab,2022-05-01,True,,,,,,
8ed2217871563147181f3f16b9a569ccddc927f26cbd0ff53e966440ea7bb1f2,2022-05-01,True,,17.0,65.0,11.0,185.0,337.0
3bcb1241f840b346a42e0c2df0528eafad0aa7529c3e5f4c478ca7fc500a50ee,2022-05-01,True,,31.0,47.0,,123.0,95.0
9f581cdd73db1adf6d1a6ccc9d41c2f498489edb2d82b977bc8be39d7322afc2,2022-05-01,True,,,,,,
e2366ecb5ffff5963e7dce007945d8a84ef6cec23c3a0fe04aebe188b3ba78d6,2022-05-01,True,,,,,149.0,163.0
ae356a0b5b819fe2dd176e044ab313061bd93f96bbbaff0c444ce3fbae1eb720,2022-05-01,True,,,,,,
599793d0e82b739bd9c5583317a35bd859179eb7adf0070d5df2c420c876c17d,2022-05-01,True,,19.0,53.0,13.0,119.0,259.0
b3d080b264273693a3275f6089a43ce1ba31143bb0774bbb4638c97114601fee,2022-05-01,True,,,,,,
3a21f62e40f50dae0b75f2fe740d51b181dc1bf9fb8525b1c08104b16c678b88,2022-05-01,True,,,,,,
e07cc67d876d0582b0001f37e78cd1103454a2c3e2b7b4bd3593d9a796d68351,2022-05-01,True,,13.0,,,311.0,
04bc3c1b55e0ade60635f330ccae154f14c1925d8a856f45c5b137f8bb3e2d45,2022-05-01,True,,,,,,
eccab20ff8e75f85c04f7ebb972ab8df101e52e0d7f05f92d2385f48849ed431,2022-05-01,True,,59.0,33.0,,321.0,285.0
46c17e708c8bd629fcad85c9736fbd7d7926879c5eb2d0806da5b074efc0d0b9,2022-05-01,True,,,,,,
b6b55e0f8f18b5342a49a6431cfbfa03eda7f4225a15b63c49062f70bb715c99,2022-05-01,True,,65.0,,,237.0,7.0
cdd0961e89264009540990f0991d1eeb5862a01fcc82030dec6648d313148c01,2022-05-01,True,,,,,,
9876efb98e1e6bc27bfe4242162f5cd032a6efe4dcf93fafb260cfafc4303206,2022-05-01,True,,,,,,
98773b1720a197a2256aa530ef9eaa2c8018a0e5bd1b169c7927b2797018d485,2022-05-01,True,,,,,95.0,81.0
a550586975ef1ef8abadf26b30735c721366c90a88e14e55806d9aabfb39a70d,2022-05-01,True,,53.0,41.0,17.0,327.0,167.0
f26aeccf733b2bc8cd99d60a8baaa78d71e6f1968f407ce72adefa6a151ba169,2022-05-01,True,,63.0,,,349.0,
c05782eef6389993d814f3ca09effd11c901f9223809b8dbb96c4bbe95528c34,2022-05-01,True,,65.0,21.0,17.0,195.0,65.0
e4cf3d2192c47a8a59473198eed2bbeefee8b6b106130ee1ad71ede244a8bd18,2022-05-01,True,,51.0,35.0,,261.0,251.0
92c2846e4948dc6e7b22bb58475874ea7b765bf25f8f914d64968c9a42ee2715,2022-05-01,True,,,,9.0,223.0,63.0
64a1df905911363cd038d8b3c97c80021056a80b83c5cb6d890375f54a7a60b7,2022-05-01,True,,,,,,
a83c9cf3a146f54f9f89c0e7bc2f72834816aa363b164fe5c67102baebb17a77,2022-05-01,True,,,,,,
afe1905a8db8113c764a5df9686581fb2ce7b1d1b92b87486b408d69918264e5,2022-05-01,True,,65.0,,,107.0,
9192713cbef7caacc7463fca8a9dd3219687332dd4aa89ee8f8f9942a366cb4d,2022-05-01,True,,63.0,7.0,15.0,347.0,47.0
39614dcbbc0677bf4cb75e3822051dacaba741ceec328af6efe39fba7a37dc6a,2022-05-01,True,,,,,,
b03850008364f46b3cba15175ffc8af9fdde58b55ffa41d3e10afb12572eab89,2022-05-01,True,,,,,11.0,49.0
f59478e72be09dcf71973d798a3e06685574e4f5f2069f8761c533db580a31c3,2022-05-01,True,,,,,,
4d5e8cbf6d3ae42b7f1829bf5b95de29ea19d0fe45d5dd401de35dff631a45c4,2022-05-01,True,,,,,,
b8a9472da965f022204ad43141fbab6e2797b0bfb8f872ad0e6648469e1e2feb,2022-05-01,True,,,,,,
47db816088a5a20a2acac4c0e23985fcbb7ab6312a7562ec77b25b6f6ebce397,2022-05-01,True,,,,,,
21faf5e5d6b2752f53d39a3630cff6fabfe12802a49e3b3fd38bd825876620bf,2022-05-01,True,7.0,61.0,13.0,23.0,315.0,81.0
5cf1e45fdad4c208611a23b220dada9e01e3fa2be7a14cebc9d5bf66cf9f6227,2022-05-01,True,17.0,,65.0,53.0,7.0,249.0
044c5e25e6461c3fc55d3f575debb584b1303179876e001f0f48c3e68ca5024b,2022-05-01,True,,,,25.0,209.0,23.0
aeab32e5dc9e0b9b67566642de059a0db3b5170ad20369210aa034a2061e1821,2022-05-01,True,,,,,,
6e228ace9a2ef8d29625d781e32990a5f695ad2ae629888906f6ff1e0da12fb9,2022-05-01,True,,,,,,
04e2a857da21cfc309cf2ed2b803519416d494fdb92681f43fa264c415b64942,2022-05-01,True,,,,7.0,91.0,137.0
cba1c04d748b638a3ccfe772212ce200fed64a14a2966b97f69d1018e65a3ce5,2022-05-01,True,,,,,99.0,65.0
e47788687f99868affd3b92794bd43ea06bb9c5fc4d120276eb50aa589598704,2022-05-01,True,,63.0,,,363.0,15.0
945bc3f166a81ebc66fe945148fe2ec4b26a8c0cf607ed4847029786755f7610,2022-05-01,True,,65.0,,,365.0,
4cb7cd03f37e84da8ac84a8139021a33c105ceae4871b52caaaa66fe1c39c344,2022-05-01,True,,,,,,
e87223c7608fb08953f5444f014a99503f60c3f870c9a0c3b8077a66fa154f36,2022-05-01,True,,,,,,
071de213de7097f279cdc5f06eda52cb6efcd8c9a72413f7e60d48d56bc5766e,2022-05-01,True,,,,,,
045c076b5d17222cd292e006dc09316723d2777889791a20867a829f0b0c5860,2022-05-01,True,,55.0,63.0,13.0,277.0,301.0
859418d15d0a703e40fd3bb2609df6b1cbd79c73272819a9110830f665b23bf1,2022-05-01,True,,,,,,
e9824b0c1a12a85f991928620766b1b9ab007a5006713645ab2134eb75826eab,2022-05-01,True,,,,,,
22d1bc3547a9824b7bd2d0b0a2877d7dbc260e05038a73ebeeacee8f137172ba,2022-05-01,True,9.0,49.0,53.0,11.0,245.0,289.0
769258ab165335be4674013c681ba1c8aa3eb18b97ed1ae9d115dfec1e8ede9f,2022-05-01,True,,53.0,19.0,,273.0,145.0
ccaaa528d659411040f5f45241e0b9506164605e33a35467c74e128c677e4ccc,2022-05-01,True,,27.0,63.0,,81.0,261.0
f7c86747abfbd2465cc274392032fa81040540e6954c46ebe6fddc9e0b1cf48f,2022-05-01,True,,23.0,61.0,,133.0,323.0
bc6ad96f57ea341be8b21d3b3de04f0e9ee82c681ebcd72ea93fccf527b948b1,2022-05-01,True,,,,,,
68c9e2ac434dd457e1fb31b2b5230317c8405ac5ac6a04548af9d4249bfc32f3,2022-05-01,True,,,,,,
326516633de54b437dbb77ad8af16ec2dfda2670316932068ead951e61d2c731,2022-05-01,True,,,,,,
11ab0aff06883df36d2f836c71e10aaa20ade5236dd34018632f7c6b4c693f36,2022-05-01,True,,,,,,
9f788c2df155cc4b11122813f2693b59a58934e54e45a0459690777baa5bf0ff,2022-05-01,True,,,,,,
3140cb876cc930f7d96c1f0953b966066f0938305d635d4dc704755db9aa5ae8,2022-05-01,True,,,,,,
6344b94eced8b1a6bd1a63f6f297e168cd5bd17553493afdef4669b64b4b67ed,2022-05-01,True,,51.0,31.0,,309.0,107.0
1209b5a5a96598a310451d9c398f5f8aa2756595915233fd70116f70bea45a02,2022-05-01,True,,65.0,7.0,,339.0,135.0
5ea1df06dea7bd7fb739789e87d2f0afa2241de1193e731aa7c667772257adf9,2022-05-01,True,,,,,,
0fb266f3fd5ef0a67aa7176f74c12849b63d1151550232bf80704affaefada96,2022-05-01,True,,,,,,
f319a413aa98b6b1b4ec11f5b60fd4020c612fcbfc43564a64ba1b74039cfbdd,2022-05-01,True,,41.0,,,341.0,7.0
1b0e60656cf72c5fdab40d4f118f37ff0af71477a06b17a362c73b86aa3d08d6,2022-05-01,True,,,,,,
df63d2079ecadfae520d9bd2dbcb86b2ac01d20749807f2ffd01817213998a03,2022-05-01,True,,,,,,
7123b7d9843f5c9c255ed5f18646344c32b00380037e1c82655becfb5cb1b69f,2022-05-01,True,,,,,,
