num_hash,search_dt,status_verify_yn,device_none_network_count_1m,device_wifi_network_count_1m,device_mobile_network_count_1m,device_none_network_count_6m,device_wifi_network_count_6m,device_mobile_network_count_6m
cda5b30c063d53936c890cdfe2524ebd97145fa47bb63602b5005eb19a4e276e,2022-05-01,True,,,,,,
7c04adb83b75372ef900956c196b2a977f5b2dcd2d02da4e7d9be3fd5b19f27f,2022-05-01,True,,,,,,
bd7f59139db5d26a7d2ae1c983b4c189c7f71ea3aaa2276ec642c523b68b50f5,2022-05-01,True,,,,,,
c2488299c0f5b5c322013b2f70e9c24cd310a40b63e2dbb48248e18fb16d536d,2022-05-01,True,9.0,63.0,11.0,9.0,117.0,15.0
d527dbd8865c07abd999f3792b8985b4338332f7b8c81fe4e5e4b0e55339cb84,2022-05-01,True,,,,,,
430a04a56f67cc6363ef9dca0dae4ecbbc5ef763917f0e78c06f2dd627868263,2022-05-01,True,,,,,,
2ed1da4e1bfbbfcf50c69b42197953ef4035c1966664d758aea5c150c5c899ad,2022-05-01,True,,,,,,
21ffc8b0780bc327b0e0fcdfe3c95f744da87cbf47a90ba2285d87b95b7476b3,2022-05-01,True,,,,,,
e547bec826fded13ce19dc38fefaad0f8d812e78b6d36a593634b341e4757c39,2022-05-01,True,,,,,,
33c8f161d064f44c657b3588b29617a65313ea7187a7c9cca74e0d5158ca61ca,2022-05-01,True,,,,,,
da035754d48c37f09ec02da30b869c22e5ea1ad803548fe7c32a5f289eac16b3,2022-05-01,True,,,,,7.0,9.0
63363fda0df28ba57456e5456fb2a425ed8808dcf254c1ba64802f9d72576021,2022-05-01,True,,55.0,19.0,,333.0,117.0
85dcad8f83afb8e6520fd9bf9ad6dbc6fb197633a0a73ca7d5ced064de3127b9,2022-05-01,True,,,55.0,,,293.0
50047e75e49a09a7d5f0200354fed605116274e1dbaaab02c9a75f1bb6f0c52e,2022-05-01,True,,,,,,
365e8b7b63e1d1f19b57e7ded7cda6994493ae231bb17f0a4d94046c9833891d,2022-05-01,True,,,,,,
431be2013251263fd52cc52dfdd63438eb5bbdbc3648060d06b0324e66acc80f,2022-05-01,True,,,,,,
0e6372c42edb83b9e42fa685606e80d9e0c1bb3611ac3cb2e944e0c999a171e4,2022-05-01,True,,,,,,
f2a0ad47e617da7d2683626ee421291d94e940b5aead513a42fba3a6aea19f7f,2022-05-01,True,,,55.0,,105.0,291.0
79fb7835bb7206636788602a9e90185730b9edf10a2c617ea2dd9e4cd6473279,2022-05-01,True,,65.0,,9.0,365.0,
b717f14083cdc3ca87102c2c34241a9141460231d04f3259ef6b82dcae1e653f,2022-05-01,True,,,,,,
2550e6efc1ae2c4685e7ab9b6166aa7c7ba6bb06b1adf78a8f4b5775d35b455e,2022-05-01,True,7.0,,39.0,7.0,,39.0
15e71d2cd97344267a4176225f50630df0ae016f2a580a8821f8a19c400441a8,2022-05-01,True,,,,,,
2495d709b932567ea0e0e740082366edd3001d89e85e0c773c4630d7f16feeab,2022-05-01,True,,41.0,15.0,,331.0,47.0
cfe1bfabe64d3024b2e9737347808616191257e9ff840282f76fff41ffecc78a,2022-05-01,True,,,,,,
a6520967da7e5c239445e811d1a39f81c955f6a1ac8881a8cf547c96350c2f3f,2022-05-01,True,,,,,,
c6bcaf0e436a97f1ce9cf17a22d637466458abb0a4e936e512bc4cfc22317ca9,2022-05-01,True,,19.0,49.0,7.0,171.0,301.0
aef628d8b89804466ca92de5d7a6211036af93fc843105cb85670e70bc1f38df,2022-05-01,True,,,,,7.0,
1952c20797c2c06723fbffc7be164b47a73adfc37906ca98be32f4dc5d004c12,2022-05-01,True,,,,,,
a1f1dd8e00c86f0416e757c866722a77f85428d68b16d2a634063e9fdf28a717,2022-05-01,True,,,,,,
4a88afe833a40a9705ba8aa5a23541380865d4082a8d02ff0053b4cce163acd6,2022-05-01,True,,,,,,
662c8d8e965db8f28c02d0b3f4a11c013f2035c0d78e09f4f894a9ae149ab1e4,2022-05-01,True,,65.0,,,365.0,15.0
f977e35b005a66a5311862d18b0f9ce463c442781d9e2a618269e0eda4d33489,2022-05-01,True,,,,,,
c43ace522a2f89e4bd862f05aadf676deaba72ff4d3c6ab396daf1555156c128,2022-05-01,True,,,,,,
24655d5dfaa60c78cae6a121e16c6f1d0845d2df448d83bf848eae344a29eb1e,2022-05-01,True,,,,,,
4ef4eb0564f88bac319a0979364b4fd8092b0366027fb79076238212fbb4b99c,2022-05-01,True,,15.0,51.0,,55.0,315.0
778fe7ed9e830f85b986d4e64fc35c20f3853f86227a16f3dc440605952a415d,2022-05-01,True,,41.0,35.0,,261.0,139.0
9cd3e16e8565a9f2c278a0785343c351ab9490bec82bedfa6bf781bd0fdddcaa,2022-05-01,True,35.0,59.0,33.0,137.0,343.0,243.0
c09d676439917bf071a2022c16232d9326ff305648a61bfeb9a10b6046105b39,2022-05-01,True,,35.0,,7.0,187.0,17.0
05c5bfb0ee8ca687768b63dd00b90b3ec293325f4c1b439e7faea74991e077c3,2022-05-01,True,,,,,19.0,
9491e48f82e2b0adf492012f36b2f0211bd8f54cc6cc5a33a94ff0ed5a9a845a,2022-05-01,True,9.0,45.0,55.0,21.0,289.0,329.0
dcee832d064da2dad6a8dc7790dc901fc24e5d0cad988ae945a53b5b851adf31,2022-05-01,True,,,,,,
12abe7b27c02ab30eedbfb01dfc49e491f704526479972189fe5d040c1cca9b4,2022-05-01,True,,65.0,9.0,7.0,363.0,29.0
b613adf2be8719fd303b03331473963f702517f173d8725d47da08130c44c828,2022-05-01,True,,,7.0,7.0,119.0,157.0
2dcdc547b52afce2c32df038151d5f292bc45c7f9823f6e1ddcb2f9ba3229399,2022-05-01,True,,37.0,49.0,,213.0,311.0
6c93fe75a118c1a0e4997c60c0d2be0dbc3f535e1dd302c42442b2376899372b,2022-05-01,True,,17.0,63.0,9.0,215.0,353.0
7a9f0ce35151294beaadc4966cd95d845dfdc84defc57652860e1ccf4408818f,2022-05-01,True,,,,,,
0481b98313ffdd1f87fd8265c724620c0a2c4f11b78bb7c8deddbb8044602b90,2022-05-01,True,,49.0,,,259.0,9.0
ec5223e644a5ea99305763f3dffa49a48501956617d46f87f3b066e869e6c4a5,2022-05-01,True,,,,,,
63c317e9f88188577c8c5967c185b922434ff1aeb57340affad01a5d7240947f,2022-05-01,True,,,,,,9.0
52e1ea25e5215d6d8af7d1141ea09dcbd102c09e58dcbc00c267c4c6ce7d33ee,2022-05-01,True,,,,7.0,13.0,31.0
482974f96778f54b7ecf9583c0e98067cbe7bc3a7e970c58f24a603af6dc2229,2022-05-01,True,,,,,,
cd3a45fd31cfaeab091404f5ebbe01f923c3966dda48f71cec65981e2816f1d2,2022-05-01,True,,,,,,
a51e035d34cc4712b83ef7e24dfcacd84e7a4954bf9ed4226bc02525ac91dbbe,2022-05-01,True,,,,,,
0b4ba59c2554140626639ff0f02f42e280ddb0070c7744b0503fad54400733c4,2022-05-01,True,,55.0,31.0,,191.0,135.0
6513b1ffbb4b74f63a02a1f0371d6c8f1723ce8fe6dbb440129b127454eb367d,2022-05-01,True,,49.0,35.0,,207.0,193.0
2ad98d324efa7e518ccfdc3fb96cd686bc8fec7ee3d0b40ed1c89977bbf03389,2022-05-01,True,,,13.0,,7.0,55.0
1c1f52023ce009faf3ba5833e9cf490d4dc9fc162b2424c47ee4f966b06b22a3,2022-05-01,True,,,,,,
2265b21ad4ab20efb6512ebadd4d7b8638606d62e7e53c5eb0e3799efaf4f15d,2022-05-01,True,,,,,,
1655089f707dcbfc6daf16106a988dc409fcf6d7eda77c77b8a107d8d71113fd,2022-05-01,True,,,,,,
55326b5ff035f5137876f2d3abd35bf2ee136e93f5d01e3e281313dfc901323e,2022-05-01,True,7.0,61.0,9.0,11.0,357.0,9.0
a320fb5918f2df370e6f5a495d8a04e49326fde1b1202a909ca0c112b8bf3a27,2022-05-01,True,,27.0,21.0,,167.0,205.0
5c70bd3f59df561e9fc8a8fa00476fb75d413ee9a64b8aa79535e98edab67c26,2022-05-01,True,,,,,,
697b869cdd5b082f6ecaec5e1ec6e51904ce36124fd57fda5a86e8e7f17079a5,2022-05-01,True,,,,,,
df88777ff591e3785bb3813d0e077f4ee4b08ed7939e4df0681b0669103ed244,2022-05-01,True,,51.0,55.0,,315.0,287.0
071553d9708e8a61e8dc51a60d80d2ce81f25440ec5faa6442755310fcbbcedc,2022-05-01,True,,,,,,
89fc5faaa5d4bc7ed9033b0af64edd64d539aa06831ff87f53428e2296d021c3,2022-05-01,True,,,,,,
1048522554e907041365e9c41146b66dbcbe6e25a24e59b779b4674188b0b965,2022-05-01,True,,,,,,
c2a127c783b437b0cdcd7131671ec21157615f600e67332c63ca97ea568a6020,2022-05-01,True,,31.0,41.0,,321.0,47.0
4f4b0176d3364754b6e0294690e81c9c81d39b92d150a2298691051a520a37d7,2022-05-01,True,7.0,59.0,35.0,7.0,335.0,217.0
091c88135188eea264f57918f156829d2ac061f20c93598fbb42b6f7668247ca,2022-05-01,True,13.0,7.0,27.0,13.0,7.0,27.0
05159bb4359ac259bc4a8a33be6767aeb0a0adc2a458a1ca8468fd1bb30e94dd,2022-05-01,True,,,,,,
ef9449adbb5b53dc760dc72e9ee4d55b87347d56d2541f908e88629b3cb0d1cf,2022-05-01,True,,,,,,
d83e698bc9c17a47a46685a4302a1a70d8ed951cc91dfe327c8c5066a649790f,2022-05-01,True,,53.0,33.0,,331.0,89.0
1e0fa763f07380e37c815eb4897fd32a5b44c340a8cec06bdd834c8eda7e159d,2022-05-01,True,,,,,,
6d52be1f29dd9a777d4eef9394c4a51c8e1af1542aeb215cf895d324aac7ae05,2022-05-01,True,,,,,,
54c504f256ffad8e6b38d5af65acc5683e199b9ac281d113fb4866fe2244f37a,2022-05-01,True,,,,,,
b1d62b0d8f470a2cb757572623fae62a0ff384610c62bc295bd08f95b4ffb808,2022-05-01,True,,31.0,39.0,,249.0,117.0
d1f99a2af86825bd258ebea1c4b36addbcc4eb9bdfb30fc04b9230aa1b41d87c,2022-05-01,True,,,,,,
d4e94d120bbb5b45e6df2a63a8782e28e0df64f8a0bc7ae44ab745f7997245d8,2022-05-01,True,,63.0,,,363.0,15.0
86049b52f95c62fd03ca5f6a4553d7c5c66422f7dbdba23c0bda3ac87d4875d1,2022-05-01,True,,,,,,
72b13503a49a27750e8d9be4b9cffcbc57923a1569343c2c39b93c817f4e3855,2022-05-01,True,,,,,,
ad3a931f874dce0fabd16ec237e0b60b1900e2f415fe1f6a91551ccdb193a2b1,2022-05-01,True,,,63.0,,,265.0
11f23987019e28332ef7fd284b24139ddf6f4f668a94063d8dc448926aa7fcc2,2022-05-01,True,,65.0,13.0,,363.0,59.0
18c922ba20e402dea9fe79e703efabd7537ff3679bf9460e75b1fac959da8cf7,2022-05-01,True,,,,,,
4ade2d06d1b8717540d87e5c6dc0cae0985aa6599aacce6f55986c6c4ab0af56,2022-05-01,True,,23.0,15.0,,23.0,15.0
b0872a19e5d3699e4beaf1a0c88de1bc71de77fd019cfeb89b405e9acdcc5e78,2022-05-01,True,,,,,141.0,241.0
4bef71bef4898b790ac952675e9b1481aad29022a0eb5bcf6876989d4d3b2274,2022-05-01,True,,63.0,,,355.0,7.0
0bf6d3022e172e24e64b327ff97b898843865d5b22e3c07a5924fa556d638032,2022-05-01,True,,,,,,
f6206dba1ca8fd13d535a109353778cc532f97de442a12693760dc901692d5d7,2022-05-01,True,,47.0,33.0,,255.0,261.0
d7ccadc66cc8d49a91f524ac6e5f321c08f56b405c627172da8a0151a82ab93c,2022-05-01,True,,,,,,
ea02e0656af81bb16fbbffacbc77e8bd144e42364b0da799b140e1932a35c33d,2022-05-01,True,,,,,,
2c4cae20b74ba4da17cd12cda3d0c4234ad541663171cd9c5e0491052cdb2f0c,2022-05-01,True,,,,,23.0,11.0
be3e572d8572b6f3fc25fce2a792fe0fba4046b18b8e83e4ecdfbb36bd121d6e,2022-05-01,True,,,,,,
ce432ed1f8a4beb2d7ff414c0b9059df4bad3ec92b33f090fd6aa34ab0f703b6,2022-05-01,True,,,,,,
0087bb7ae19d0a2f47b97a8d00d77c72b0855b6e78e5409ff4e6180c28cc1b65,2022-05-01,True,,,,,,
331b2deab256427f6a8a763bc526ec2a8842b77530779120fcb74adde254a4ec,2022-05-01,True,,61.0,13.0,,353.0,31.0
de2ead9c8cd8e3aaa7ea3c9d5d6b13094054f4fcb0f9df31038460f6c5413908,2022-05-01,True,,47.0,65.0,,75.0,99.0
4b0614618c0908e0c69997c3deebac9610ccb38588bcb05e73a5eaf21a1c6948,2022-05-01,True,,,,,89.0,149.0
4c399e3f5179fdd15f87430bc27be71d8653c547abf50b73be6f393b421f8d87,2022-05-01,True,,,,,,
c4bfef05dc0c12d7fcd73ad1c0062cc3292ea23fea68270829e35bf3855115da,2022-05-01,True,,,,,,
a4c4482ae170247086eafbaef5443c05f0cc17e3e46cf065cc34e55e8b8bb9b0,2022-05-01,True,,,,,,
716fd709da8ce62e79be8cb882d578343769d70a6c041314f70ec0c111f32c24,2022-05-01,True,,,,,,
5dbdc91aafdc478b7029bac63ac985d68705e8b292a420b627959ed78522d82b,2022-05-01,True,,63.0,13.0,,363.0,35.0
6abaf95b21a09119381dd4e5b6097a1d410573d9a17025764d69aedeb136505f,2022-05-01,True,,,,,,
ab304e9face2e3731d4dade206b1dd28372f97504d94d2baf4c27c520f36b258,2022-05-01,True,,,,,,
f8386858850b14f7fd17897c1153e00a2d507bbe99fb174cf85cfe8126ad67cb,2022-05-01,True,,,,,,
b34740f33393a38159c728f801aa76de9e801ea33f907aece00be551975c441b,2022-05-01,True,,,,,,
d4af8a07d768fecddf5263e2b45866cacb996803e26f0c1212411eeed95bd6df,2022-05-01,True,9.0,35.0,57.0,43.0,223.0,265.0
03887153abae737e7fa7e7224063e1f1a1fde950f37d3fedb85c98c0eaadd9f2,2022-05-01,True,,,,,,
69c523672f9d240cfc882f6ba6df86c1783fa35a193b5253d6b2e63e00b25f98,2022-05-01,True,,19.0,31.0,,137.0,121.0
cee852d4ee16313d43d91d909a89b64c7124e61f5bfe34ef977039c4e3e65c89,2022-05-01,True,,,,,,
b3ff44c69b9b073bc422e21a28a65f33f0b305f49c7cf8983d576f3b0f8cd4e5,2022-05-01,True,,,39.0,,107.0,265.0
cdffe2d85291d6bbcb633b0dc25671659350a85b183a8c41a6ac461c58358fc4,2022-05-01,True,,,,,,
7f64661d43f4e2e56e677a6f2fe69bca9e94195271084edb2ace8c54fa33082f,2022-05-01,True,,,,,,
d50b8ecedd1d0015b5a293408d59292f341623f0130876ab1aa15668bf0b0f78,2022-05-01,True,,,29.0,,103.0,265.0
d8a455a6aeb4a07e9f2c2bf4e1fe351a60ec8200b46da1ab565ff3b13bb7e479,2022-05-01,True,,,,,,
e8b6a43cdcb49f17e336bd38552fa4d179fd2be5b4d7fb5b4a8007a1eed40e5f,2022-05-01,True,,43.0,35.0,,235.0,227.0
b0b5e490efd034e2cca6d878f0b7f774d7cbce6abedd6abcd1f58b84d5c691ac,2022-05-01,True,,,,,,
eb656242033334e65455e9b91df71a90504cdb0426a35853ff7c39b19f37738b,2022-05-01,True,,,,,,
5d96c69e6b2af78e70a8099d7e38f7c9871c84507717c4d1388c36d8af835e4d,2022-05-01,True,,,,,,
7c6d4b1205ee4fe0b93b9512f12583082a2f0cd2c92d3ac71c860d829861db56,2022-05-01,True,7.0,59.0,17.0,17.0,345.0,79.0
e9565b57b2c7ee598a4ae74f777c7ce55aa8a4fea85fb7d99ca710d02f2b5806,2022-05-01,True,,,,,,
94fffc6eb05af755d6efe382b85d46d18b202f6fe361a12b2ac08fdbd48372cf,2022-05-01,True,,,,,113.0,21.0
c8965664580815ed8bf1fafa2c0a5ad99266c5acd77eb44fde0615ac96cbf7f2,2022-05-01,True,,29.0,53.0,,129.0,313.0
7ec3f2f87c5720c68be02f91f470b9c02e1f05e5be853431317e24facf444218,2022-05-01,True,,53.0,39.0,7.0,279.0,223.0
e8dca0fc400eda4102c11318f48fa964cc92a6759104d9923be90a6beffb8403,2022-05-01,True,,,,,,
3ee7f2378bd2b530dfc463efc13f4f081013b27deb5daa839d365d5bb9b4ea46,2022-05-01,True,,,,,,
caa0aab67a495e3639d83d64c5842b7e10e560d8cb16f087f168c94d29831d62,2022-05-01,True,,,,,,9.0
e7b955732730efb846283fa87cf95fc337bdfef08fa8372999fdf0344634d759,2022-05-01,True,,,,,,
4a51918060897e6f0cd504e24d81d79f8fb3a19bf3279671c11dc5c5572de646,2022-05-01,True,13.0,59.0,43.0,73.0,351.0,191.0
68ed2a8a261329c6eec79352bc1ad85b89f19d71b4737b151f2b8f870462549e,2022-05-01,True,,59.0,29.0,,247.0,161.0
3e15666d7d3f1026df4783dfb48a78aed14d1ae04ea2a4c15addc96a21448fc6,2022-05-01,True,,,,,,
618778ba743cca124ff79e78ac56ca9a2e520fe7f4503ca198e78587cb2af23f,2022-05-01,True,,65.0,,7.0,331.0,91.0
7ad50f447bfac93ebb766ab5ab0799a0bc1b0eb1e8c87bf85c6a500465a3fadf,2022-05-01,True,,63.0,13.0,7.0,361.0,57.0
737e4fbab183d23385b3c828b07d3586647e9e7625faf4b5a657658a8a00c7d3,2022-05-01,True,,,,,,
27601dfa5defe73e9d1a51151dbaa12504e1ae2ce9e50c558e746033892ea3bd,2022-05-01,True,,65.0,,,347.0,
9b45516da15033a2ba7de9bcdb355d17f60ddc89f159cccf0a6181c85bc7c98b,2022-05-01,True,,55.0,23.0,,325.0,105.0
1734927a4437b84b562ae4b11d0c318b1e7ed858d71e691ee6104f8d81234c5d,2022-05-01,True,,29.0,55.0,,167.0,271.0
ce5dd168a9b5a35ac7f7384e42cea012ea88cca03dc13dde2885d823716b1e23,2022-05-01,True,,,,,,
fd7f5b7d6f276801d237ae41decde56f875889d95f15ede8aae31c12ab04a1e9,2022-05-01,True,,,,,,
9559c0cce66035028dce6995ae99c97466a41a56b546665ea1a61b850bd17633,2022-05-01,True,,,,,,
12e5d8198e6ce07078c8894ec29c24f6ea49d8299b77d5f51b6075e88d73c18f,2022-05-01,True,,,,,,
deb204cf8befe9ad2b326f1e0a091a47bbcab55937caf7dbdc1d733724a7414f,2022-05-01,True,,,,,,
6ebd3124fb863e8331f41f5e0e55487ba505240de61ca0e72366ac01a90f9b48,2022-05-01,True,,,,,,
8c18b848fad343a37c4d3cc55c72b4b5e7a609fe53f2eebf9f12ca8fc4fcc364,2022-05-01,True,9.0,63.0,7.0,9.0,363.0,13.0
45973e1d98106ed7063acdb0544e2974adc3087f45ab39ce923c20c8008ce2b5,2022-05-01,True,,,,,,
f4b188ea48777556859b5cc324227136103d762ebbcaf15ebdf02bb3fc052f8c,2022-05-01,True,,,,9.0,159.0,159.0
a6d561bf5e828c628612419da76876bf2ae277f1ed099c07f4b1a5412a9c21b7,2022-05-01,True,,,,,,
9a61ba9d1c6a487ef17f00bbd17f428dc2342194624d6eca64590a029ac56096,2022-05-01,True,,,,,,
1ec1b77f36a11d4b79284beb2c9c22933766d02f266da5400b5d2526feb773b4,2022-05-01,True,11.0,63.0,53.0,31.0,357.0,327.0
59edb464a36a2d285c53a380b272e65f55ef8fa93d9f6f4a6a73e173b77b5805,2022-05-01,True,,,,,,
4567d56f294feabed1d8547fdd4abe494c60c8c34162bffbd146055c6e618351,2022-05-01,True,,,,,,
03a6765abe44849a8a218cc6e3bd8f4fb69e848e1436959eacdbdb62c6f91d00,2022-05-01,True,,,,,,
124e46261774e82ec92726d8c124a45135b3e79b5ecd20a59bb419bc96d9b688,2022-05-01,True,,,,,,
99d7e1e7f44bd34b91703851e95fdf4405d6736474378726ac4fea46436d8980,2022-05-01,True,,,,,,
bf85fd7ccc86c31d37b6496a5f214a13b8a42387121d6942cdbf4d202c9f1df8,2022-05-01,True,,,,,,
6c2dc745a919d5f279c0340299d6454d075c97ed74fb7bcd1763d6187f18996d,2022-05-01,True,,,45.0,,,257.0
6d5d71573fc6b94217d609dd4f842517d15bcae2124fb4872dc08f5d45d31a69,2022-05-01,True,,,,,,
29663ee8dae543fa77dcf70201bffbc2dd822bef71b3c4a7a65d290e3c7ae8bd,2022-05-01,True,,,,,,
774e549b4206f4319560bfb8b519d214816d3f0ff78a62764fb95115882b737d,2022-05-01,True,,63.0,15.0,7.0,321.0,185.0
f4dd9e1427c39668ab8bed97e46433cc90ca6a531cf7ed2c2161f28590665e73,2022-05-01,True,,,,,,
193a448bddef930a43354a7f4273cb759dbf093ac7b65c0c92852831b9f0bc67,2022-05-01,True,,35.0,49.0,7.0,239.0,191.0
40901d57f8a7749d33cde763177687efb90e5a3f82399b0dfd8329d4ef7950d3,2022-05-01,True,,,,,,
ed1a8e01be70c601b1f71168f853590e54ea62b3acad33eec78b259df0728d4f,2022-05-01,True,,,,,,
8ce83286945b76051d4bb55681b12a03ae6063032e59225e64ae22d66fbb20d8,2022-05-01,True,,,,,,
01a06c9d6cc8a930d52850f2ae5e1ff43a472e6367eb4f49c01f96f6c4a5fac7,2022-05-01,True,,,,,,
d664fa5d44f881ff18fcfcb77e9eeb2467772ff1ade24cb344d40b03169e0b0b,2022-05-01,True,,,,,,
b617ae8dd6729d4e6f0e716aca64ed1b0b2a2d574218e533c98cc3038daa8132,2022-05-01,True,,19.0,,,143.0,89.0
88ccde3fbd76189a2994075c8e01ea39d6d0e68f15bc2a411aef42026d06025b,2022-05-01,True,,,,,,
cf1b8235f00477fa52fac6db2874a0ae1184939b3795dffccd35378b30db4672,2022-05-01,True,,,,,,
d955c6d15b3ec4975f0356c05967743d712983e8f48f0cf36d5b27ed71cc56f8,2022-05-01,True,,65.0,,9.0,365.0,
5376ef75ddea05bc423d1f3634454f7b7bd6b3a954910694afec92f7d4d4855d,2022-05-01,True,,,,,,
72077f40a7dd2676342f687d88b9e26427eee47062e4361de3952ee1ec3a7371,2022-05-01,True,,,,,,
53b4b6cab7c1d11c9cae62780ed2e1eeb94fc32b3fce7b124fc398d4f0f64db5,2022-05-01,True,,,,,,
bad2a70e69864cdf1fef6311d6aa27e1bc8826125081e75049c952a1fcce05a3,2022-05-01,True,,57.0,57.0,,339.0,311.0
10f125c185be899007922ac526a16ceb42f2b49ce5a7119377bf030df8d240f6,2022-05-01,True,,53.0,39.0,,297.0,151.0
c030de457f96b77f6aeddf389d9573d1760667c634d1b0baa491ef4cc6609f59,2022-05-01,True,,,,,,
b06c5f839215deb10deebec3a4838c2ed3d0f4f5c7eae8f6d20f9d20b4b6bc7d,2022-05-01,True,,,,,,
a497eb7fe35a1821c6a2d13052b0d23206379b9e6439d1abf08fc535e5dbea7f,2022-05-01,True,,61.0,,,357.0,
08c0a2256e91233dcc1a5b61f093f07cbb511f6b0546c66a35a4683f99b9c7ff,2022-05-01,True,,39.0,45.0,,241.0,245.0
90104f9a077c0d768e98c2e12681711f8725bd8850dc9d40c29588ee1273fd05,2022-05-01,True,,65.0,,,363.0,
1561085207d6f443e688a17c4cf4d21efee7acc80c56ae41cbcb5fc08d18e75b,2022-05-01,True,,,,,,
aaea7dbc41cbfd0e1327fa23396be601ce1a562dc769624a6afaa27621ff5e25,2022-05-01,True,,,,,,
4d6ee0c96ef75c7ef9f7fbbfe18b381750088b98ff2b76303d611b148ac336b2,2022-05-01,True,,,,,,
3e1eabc38dc25181854b4d285b45a5b3d172aae51abef519f21d9f0674492372,2022-05-01,True,,,,,171.0,25.0
a12ce79ddccb97c34d6059d323ecf5892f06f34aa4699a7fd0c75a76ef75db87,2022-05-01,True,,,,,,
9881fd7326a9696c004f5e690a5e655f2a192870642357db65d8db61d925a219,2022-05-01,True,25.0,15.0,45.0,113.0,37.0,247.0
5c91d3867358a90de077ada6db3b09059f4808307ead96c13e1af88515ae21ab,2022-05-01,True,,,,,,
bd23c2d534f14df4483039e6fefa116028b69ab5207045a245e709a5e6078353,2022-05-01,True,,7.0,43.0,,7.0,261.0
a95ca531d86e6aef4624a08ba7248c2c376bacd59046acb8e8b075a2ba34cc08,2022-05-01,True,,63.0,7.0,,351.0,39.0
f5d8aae435cce3f62f4419e82ec2f2dad1ff60bfca800254cfdcdf4aa462a52d,2022-05-01,True,,55.0,37.0,,325.0,141.0
fee5beb15d31e907e951e6c4f738af96022a37ed4ed15c47af80d247edf3f5ee,2022-05-01,True,,,,,,
2cf8386bbba3382444be018f0fad145f94b232760d791dac10050a2b3f73caee,2022-05-01,True,,,,,,
65a302943362115378e4f9ef33356e8833cb07425ffb72c81513463c394dacbd,2022-05-01,True,,,,,,
b9b1a5cdba53bfe52a5e00734196163313bd6cdc5cbaa36f95fb35136bb2e15e,2022-05-01,True,,25.0,63.0,,223.0,329.0
14ecc93b3f61eba89f6714803b31fd3f72409370956d1fccca56a9514c627e2a,2022-05-01,True,,,,,,
6527a757e01d30417d1985f3589909ac7efe0dcec0e0b78c837c3a5719f0834c,2022-05-01,True,,,,,,
53bf339a7dff80ce03881cd222196bd6eebddf73f0db7b91fd64571ac837b481,2022-05-01,True,,,,,,
bd5fe5e20eba1e0d94f46cac6ddc3e9805ec05f54132ffe8bbbe537dacd88775,2022-05-01,True,,,7.0,,21.0,51.0
b7ccd8bf6f85a8586e220e5bd040472d78b04c3796d196b2c606d8547324710b,2022-05-01,True,,,,,7.0,
c65f907c2541071cbb50dd6f452ea0a96128a6f0b579512aa3944ae1f585395e,2022-05-01,True,,45.0,33.0,,271.0,181.0
ea4bc46c10c512d2b695a610e48f463c3bcceec1ee8e273ab6b4188f9dd0fb26,2022-05-01,True,,47.0,43.0,15.0,251.0,287.0
e72ecfc857d94395165a55b974d3b466484eb30ba9793575318cef3c52424dca,2022-05-01,True,,,,,,
4b1b89698defe86be4c7e8285050513c09d4d838289200ce1277bed457906651,2022-05-01,True,,47.0,63.0,7.0,265.0,327.0
15cdbc3317022adb40136dfaf2dd188a73e5c1fa8297afe38414d2c10b2547b4,2022-05-01,True,,57.0,27.0,,337.0,37.0
4e6b0d1bbeef929b1f0c162bb84e99415aca1dfcebe1754acebe9b3c8433f0b7,2022-05-01,True,,,,,,
f9f868a96da654d597ade3e1630596c8d364ef556917c50e85f5f067bf17d622,2022-05-01,True,,,,,,
62171034b4dc2ae255f6c7d5489ef45ad37e639837a800c523ba338fba0907b5,2022-05-01,True,,,,,,
09b2aaeb45e0bc60b14d66855dd15af677aeac4fb231a6f8f581e8c5fc2e2650,2022-05-01,True,,,,,,
e9d7e20bbe2282061241d0927139d362ade4efe9b4fdd1f0f64f80e4300d7702,2022-05-01,True,11.0,61.0,33.0,15.0,359.0,245.0
338d0875a18423683aca9eb03b74b030d5a29a7743670955918280837ad903ad,2022-05-01,True,,23.0,47.0,9.0,219.0,255.0
59a9de27ca9361d448617409c6e9094aa8af99ee25abc0236bb7f11ee5071d29,2022-05-01,True,,,,,,
270a3bdd508d1cad6524ccfa50d07a3314aedec4d771c7fb66de19b97c4e622c,2022-05-01,True,,53.0,61.0,,315.0,309.0
3f56477573f1394cdc5d17475e09496d97f5d91a486f5471ed8861c2e02dd0fd,2022-05-01,True,,,,,,
48e9bf4a0f7b193cf64e27c659ac2d7d700f642b86173f9fa69ae11b7014a3fc,2022-05-01,True,,,,,,
1dcaaafb504479ca412f868264712dc2cebfca8e7a8ec3e69e478acab134b967,2022-05-01,True,,17.0,53.0,,109.0,251.0
c55f9279736cb01cd821dca5452be1bfd2c7461781d2a83ba3748cffb4d14979,2022-05-01,True,,,,,,
33fe4ec4affbc83a24d62b8f597b0341d1c104d010a8d4183da6f8a9d29cd955,2022-05-01,True,,,,,,
4b9e7ec4dedca586185e0042f3d8d12dacd543b8b28b955ca1ae1eadb350f14d,2022-05-01,True,,,,,,
6d223a46237868a58d29f56206fda9807644a18763a24cabd51d20c7b3ba0e02,2022-05-01,True,,,,,,
